,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
3683,30000,30000, 60 months,15.02,714.02,C,C3,Software Engineer,7 years,RENT,150000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
3684,1800,1775, 36 months,8.81,57.09,A,A5,Software Engineer,1 year,RENT,20000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,760xx,TX
3685,35000,35000, 60 months,11.8,775.03,B,B4,President,10+ years,MORTGAGE,90000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,224xx,VA
3686,10000,10000, 60 months,8.19,203.68,A,A4,President,10+ years,MORTGAGE,128753.8,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,945xx,CA
3687,16000,16000, 36 months,12.98,538.95,B,B5,Senior EHS Manager,7 years,MORTGAGE,196000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,923xx,CA
3688,16000,16000, 36 months,11.8,529.91,B,B5,Station Manager,10+ years,MORTGAGE,130000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,706xx,LA
3689,5500,5500, 36 months,15.02,190.72,C,C3,FINANCE MANAGER,3 years,MORTGAGE,95000.0,Source Verified,Dec-18,Current,other,Other,052xx,VT
3690,5000,5000, 36 months,16.14,176.14,C,C4,director,10+ years,MORTGAGE,104000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,782xx,TX
3691,20000,20000, 36 months,6.46,612.62,A,A1,Vice President / Project Manager,10+ years,MORTGAGE,250000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,105xx,NY
3692,10000,10000, 36 months,7.56,311.34,A,A3,Social worker,3 years,MORTGAGE,70000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,996xx,AR
3693,15000,15000, 60 months,11.8,332.16,B,B4,production planner,< 1 year,RENT,75000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,063xx,CT
3694,40000,40000, 36 months,8.19,1256.97,A,A4,officer ,5 years,RENT,60000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
3695,27000,27000, 60 months,10.33,578.07,B,B1,Police officer,8 years,MORTGAGE,67000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,234xx,VA
3696,10000,10000, 36 months,8.81,317.12,A,A5,Police officer,< 1 year,OWN,60000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,662xx,KS
3697,31000,31000, 36 months,15.02,1074.93,C,C3,Manager,8 years,MORTGAGE,115000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,381xx,TN
3698,12000,12000, 36 months,17.97,433.65,D,D1,Manager,8 years,MORTGAGE,96000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,074xx,NJ
3699,40000,40000, 60 months,10.33,856.4,B,B1,Registered Nurse BSN,10+ years,RENT,140000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,950xx,CA
3700,20000,20000, 36 months,18.94,732.52,D,D2,manager,5 years,RENT,50000.0,Verified,Dec-18,Current,major_purchase,Major purchase,605xx,IL
3701,15000,15000, 36 months,7.02,463.3,A,A2,manager,5 years,RENT,61536.0,Not Verified,Dec-18,Current,major_purchase,Major purchase,070xx,NJ
3702,20000,20000, 60 months,18.94,518.16,D,D2,owner,10+ years,MORTGAGE,65000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,349xx,FL
3703,22000,22000, 60 months,8.19,448.09,A,A4,engineer,1 year,MORTGAGE,100000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,925xx,CA
3704,12000,12000, 36 months,22.35,460.47,D,D5,Account Executive ,4 years,RENT,60000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,110xx,NY
3705,10000,10000, 36 months,6.46,306.31,A,A1,Director of Quality Control,9 years,RENT,70000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,968xx,HI
3706,8000,8000, 36 months,14.47,275.26,A,A1,Director,2 years,MORTGAGE,80000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,787xx,TX
3707,3000,3000, 36 months,11.31,98.66,B,B3,Director,2 years,MORTGAGE,32564.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,622xx,IL
3708,21000,21000, 60 months,17.97,532.92,D,D1,Superintendent,1 year,RENT,114000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
3709,30000,30000, 60 months,26.31,903.73,E,E4,Marketing,5 years,OWN,150000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,105xx,NY
3710,35000,35000, 36 months,7.56,1089.69,A,A3,Marketing,< 1 year,MORTGAGE,95000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,103xx,NY
3711,19000,19000, 36 months,13.56,645.33,C,C1,Program Manager,10+ years,MORTGAGE,68000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,456xx,OH
3712,20000,20000, 36 months,8.19,628.49,A,A4,Project Manager,5 years,RENT,105000.0,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,100xx,NY
3713,35000,35000, 36 months,8.81,1109.9,A,A5,Project Manager,< 1 year,MORTGAGE,50000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,231xx,VA
3714,15000,15000, 60 months,14.47,352.69,C,C2,Principle Attorney,10+ years,MORTGAGE,150000.0,Source Verified,Dec-18,Current,other,Other,110xx,NY
3715,10000,10000, 60 months,18.94,259.08,D,D2,Controller,7 years,MORTGAGE,90000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,018xx,MA
3716,3000,3000, 36 months,15.02,104.03,C,C3,Contract Administrator,< 1 year,MORTGAGE,65000.0,Not Verified,Dec-18,Current,other,Other,900xx,CA
3717,12900,12900, 36 months,20.89,485.29,C,C3,Security  officer,7 years,RENT,72000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,112xx,NY
3718,28000,28000, 60 months,16.14,683.0,C,C4,Registered Nurse,3 years,RENT,85000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,806xx,CO
3719,20000,20000, 60 months,14.47,470.26,C,C2,Office manager ,10+ years,MORTGAGE,50000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,993xx,WA
3720,1400,1400, 36 months,24.37,55.2,E,E2,Prep utility,5 years,RENT,30000.0,Source Verified,Dec-18,Current,vacation,Vacation,066xx,CT
3721,26000,26000, 36 months,12.98,875.8,B,B5,IT,3 years,MORTGAGE,260000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
3722,15000,15000, 36 months,7.02,463.3,A,A2,shift manager(restaurant),5 years,OWN,26000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,925xx,CA
3723,35000,35000, 36 months,11.31,1151.01,B,B3,Teacher,10+ years,MORTGAGE,22000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,064xx,CT
3724,18000,18000, 36 months,7.56,560.41,A,A3,Executive Director,10+ years,RENT,120000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,616xx,IL
3725,8500,8500, 36 months,10.33,275.59,B,B1,Accountant Manager ,4 years,MORTGAGE,45000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,305xx,GA
3726,7000,7000, 36 months,8.19,219.97,A,A4,Deputy Sheriff ,4 years,MORTGAGE,55500.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,283xx,NC
3727,11000,11000, 36 months,10.33,356.65,B,B1,Deputy Sheriff ,4 years,MORTGAGE,85000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,890xx,NV
3728,16000,16000, 60 months,11.8,354.3,B,B4,Compliance Analyst,< 1 year,RENT,63000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,968xx,HI
3729,20000,19975, 60 months,14.47,470.26,C,C2,Driver,5 years,MORTGAGE,70000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,130xx,NY
3730,10000,10000, 36 months,19.92,371.23,D,D3,Driver,5 years,RENT,31944.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,852xx,AZ
3731,20000,20000, 60 months,27.27,613.94,E,E5,Driver,< 1 year,RENT,86407.40846679515,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,325xx,FL
3732,6000,6000, 36 months,7.56,186.81,A,A3,Veterinary Technician,< 1 year,RENT,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,372xx,TN
3733,20000,20000, 60 months,11.8,442.88,B,B4,Driver,10+ years,MORTGAGE,125000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,327xx,FL
3734,19000,19000, 60 months,14.47,446.75,C,C2,Road Laborer,10+ years,MORTGAGE,46000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,458xx,OH
3735,36000,36000, 60 months,10.33,770.76,B,B1,Medical Assistant,10+ years,RENT,70000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,930xx,CA
3736,8400,8400, 36 months,11.31,276.25,B,B3,Customer Service Representative,< 1 year,RENT,24000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,891xx,NV
3737,3000,2975, 36 months,7.02,92.66,A,A2,Billing specialist,8 years,RENT,40000.0,Source Verified,Dec-18,Current,medical,Medical expenses,980xx,WA
3738,2000,2000, 36 months,10.33,64.85,B,B1,Inventory Tech,7 years,RENT,28000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,931xx,CA
3739,17600,17600, 36 months,7.56,547.96,A,A3,Inventory Tech,< 1 year,MORTGAGE,60000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,135xx,NY
3740,37000,37000, 36 months,12.98,1246.32,B,B5,"Director, Btrand Protection",10+ years,MORTGAGE,120000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,441xx,OH
3741,20000,20000, 36 months,10.33,648.45,B,B1,Technical Analyst,6 years,OWN,67000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,600xx,IL
3742,7000,7000, 36 months,14.47,240.85,C,C2,Technical Analyst,6 years,MORTGAGE,80000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,189xx,NY
3743,10000,10000, 60 months,19.92,264.5,D,D3,Nanny,2 years,RENT,28000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,183xx,PA
3744,2400,2400, 36 months,10.72,78.26,B,B2,Engineer,4 years,MORTGAGE,60000.0,Source Verified,Dec-18,Current,medical,Medical expenses,334xx,FL
3745,16000,16000, 36 months,10.33,518.76,B,B1,Engineer,4 years,MORTGAGE,75000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,802xx,CO
3746,6000,6000, 36 months,12.98,202.11,B,B5,Chief electronics tech,10+ years,RENT,96000.0,Source Verified,Dec-18,Current,other,Other,211xx,MD
3747,5000,5000, 36 months,8.19,157.13,A,A4,Market Director,10+ years,OWN,79000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,184xx,PA
3748,5000,5000, 36 months,7.56,155.67,A,A3,Market Director,< 1 year,RENT,83000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,056xx,VT
3749,13500,13500, 36 months,15.02,468.12,C,C3,Phlebotomists ,5 years,OWN,49296.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,761xx,TX
3750,5500,5475, 36 months,6.46,168.47,A,A1,Supervisor,10+ years,MORTGAGE,72500.0,Verified,Dec-18,Current,home_improvement,Home improvement,301xx,GA
3751,15000,15000, 36 months,16.14,528.4,C,C4,Senior Report developer,5 years,MORTGAGE,86407.40846679515,Verified,Dec-18,Current,credit_card,Credit card refinancing,293xx,SC
3752,15000,15000, 36 months,11.8,496.79,B,B4,System Administrator,6 years,RENT,75000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,803xx,CO
3753,20000,20000, 60 months,13.56,460.82,C,C1,Senior Business Intelligence Analyst,10+ years,MORTGAGE,94000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,057xx,VT
3754,10000,10000, 36 months,7.02,308.87,A,A2,BILLING MANAGER,10+ years,OWN,38500.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,239xx,VA
3755,23000,23000, 60 months,10.72,496.88,B,B2,Lead UX Consultant,3 years,MORTGAGE,100000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,432xx,OH
3756,2500,2500, 36 months,8.19,78.57,A,A4,Mechandiser,< 1 year,OWN,25000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,619xx,IL
3757,10000,10000, 36 months,10.33,324.23,B,B1,Auditor,10+ years,RENT,90000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,658xx,MO
3758,10000,10000, 36 months,6.46,306.31,A,A1,Sales Associate,2 years,MORTGAGE,60000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,980xx,WA
3759,7000,7000, 36 months,11.31,230.21,B,B3,teacher,4 years,RENT,61000.0,Not Verified,Dec-18,Current,moving,Moving and relocation,104xx,NY
3760,5000,5000, 36 months,8.81,158.56,A,A5,Senior HR Generalist,2 years,OWN,85000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
3761,4200,4175, 36 months,8.81,133.19,A,A5,Senior HR Generalist,2 years,MORTGAGE,34000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,957xx,CA
3762,18000,18000, 36 months,7.56,560.41,A,A3,Technician,10+ years,RENT,80000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,125xx,NY
3763,40000,40000, 60 months,10.33,856.4,B,B1,Rural carrier ,10+ years,MORTGAGE,67828.0,Source Verified,Dec-18,Current,house,Home buying,431xx,OH
3764,24000,24000, 60 months,11.8,531.45,B,B4,Rural carrier ,< 1 year,MORTGAGE,110000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,024xx,MA
3765,6500,6500, 36 months,8.81,206.13,A,A5,OFFICE MANAGER AND LEASE ADMINISTRATOR,3 years,MORTGAGE,43000.0,Source Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,230xx,VA
3766,40000,40000, 60 months,8.19,814.7,A,A4,Principal Consultant,< 1 year,MORTGAGE,105000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,211xx,MD
3767,20000,20000, 60 months,12.98,454.86,B,B5,Librarian,10+ years,MORTGAGE,84000.0,Not Verified,Dec-18,Fully Paid,other,Other,900xx,CA
3768,18000,18000, 36 months,15.02,624.16,C,C3,General Manager,10+ years,MORTGAGE,140000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,210xx,MD
3769,6400,6400, 36 months,14.47,220.21,C,C2,SR DB Analyst,5 years,RENT,47000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,027xx,MA
3770,6000,6000, 36 months,16.14,211.36,C,C4,SR DB Analyst,5 years,RENT,14550.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,879xx,NM
3771,11000,11000, 36 months,23.4,428.11,E,E1,Quality Safety Manager,2 years,MORTGAGE,86407.40846679515,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,826xx,WY
3772,5000,5000, 36 months,15.02,173.38,C,C3,Truck Driver,4 years,RENT,86407.40846679515,Source Verified,Dec-18,Current,major_purchase,Major purchase,124xx,NY
3773,30000,30000, 60 months,14.47,705.38,C,C3,Heavy equipment operator ,9 years,OWN,78000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,997xx,AK
3774,15000,15000, 60 months,11.8,332.16,B,B4,Cosmologists ,6 years,MORTGAGE,65000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,130xx,NY
3775,30000,30000, 36 months,11.8,993.57,B,B4,teacher,5 years,MORTGAGE,50000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,034xx,NH
3776,10000,10000, 36 months,11.8,331.19,B,B4,EXECUTIVE III,10+ years,OWN,58670.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,627xx,IL
3777,4000,4000, 36 months,16.14,140.91,C,C4,Chief Pilot,4 years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,home_improvement,Home improvement,321xx,FL
3778,35000,35000, 60 months,17.97,888.2,D,D1,SENIOR BOILER ENGINEER,5 years,MORTGAGE,164000.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,452xx,OH
3779,10000,10000, 36 months,24.37,394.28,D,D1,Registered Nurse,1 year,RENT,67000.0,Verified,Dec-18,Current,other,Other,786xx,TX
3780,40000,40000, 60 months,16.14,975.71,C,C4,Associate Director,5 years,MORTGAGE,105000.0,Source Verified,Dec-18,Current,home_improvement,Home improvement,300xx,GA
3781,40000,40000, 36 months,8.81,1268.46,A,A5,Senior Risk Engineering Consultant,10+ years,MORTGAGE,131000.0,Source Verified,Dec-18,Current,moving,Moving and relocation,787xx,TX
3782,16000,16000, 60 months,13.56,368.66,C,C1,GES Coordinator ,9 years,RENT,38000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,347xx,FL
3783,5000,5000, 36 months,11.31,164.43,B,B3,Insurance Agent,3 years,MORTGAGE,53000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,430xx,OH
3784,35000,35000, 60 months,11.8,775.03,B,B4,CFO,10+ years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,950xx,CA
3785,2850,2850, 36 months,23.4,110.92,E,E1,CFO,10+ years,RENT,16890.0,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
3786,5000,5000, 36 months,10.33,162.12,B,B1,Contract Administrator,10+ years,MORTGAGE,130000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,130xx,NY
3787,9900,9900, 36 months,13.56,336.25,C,C1,General Manager,< 1 year,MORTGAGE,70000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,027xx,MA
3788,16000,16000, 60 months,15.02,380.81,C,C1,Receiving Manager,2 years,MORTGAGE,70000.0,Verified,Dec-18,Current,credit_card,Credit card refinancing,431xx,OH
3789,10000,10000, 36 months,11.8,331.19,B,B4,ENGINEER,10+ years,RENT,115000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,957xx,CA
3790,7950,7950, 36 months,23.4,309.41,E,E1,Financial Technician,4 years,OWN,86407.40846679515,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,291xx,SC
3791,26850,26850, 36 months,10.72,875.48,B,B2,Operations assistant,5 years,OWN,105000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,712xx,LA
3792,20000,20000, 60 months,13.56,460.82,C,C1,Sales,1 year,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,992xx,WA
3793,10000,10000, 60 months,20.89,269.92,D,D4,Sales,1 year,MORTGAGE,25000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,080xx,NJ
3794,35000,35000, 36 months,7.02,1081.02,A,A2,Supervisor,10+ years,MORTGAGE,86407.40846679515,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,740xx,OK
3795,35000,35000, 60 months,12.98,796.0,B,B5,Administrative Assistant ,3 years,MORTGAGE,109000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,946xx,CA
3796,10000,10000, 60 months,20.89,269.92,D,D4,xray tech,10+ years,RENT,40000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,314xx,GA
3797,16800,16800, 36 months,7.56,523.05,A,A3,Captain/Police Department,10+ years,MORTGAGE,95000.0,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,740xx,OK
3798,2500,2500, 36 months,17.97,90.35,D,D1,Captain/Police Department,2 years,RENT,14400.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,605xx,IL
3799,6400,6400, 36 months,11.31,210.47,B,B3,Captain/Police Department,< 1 year,RENT,78000.0,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,330xx,FL
3800,40000,40000, 36 months,6.46,1225.24,A,A1,Compliance Audit Manager,10+ years,OWN,107500.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,113xx,NY
3801,15000,15000, 36 months,7.02,463.3,A,A2,Global Account Manager,< 1 year,MORTGAGE,212000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,109xx,NY
3802,12000,12000, 36 months,12.98,404.22,B,B5,Technician ,4 years,RENT,70000.0,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,112xx,NY
3803,8000,8000, 36 months,7.56,249.08,A,A3,Technician ,< 1 year,MORTGAGE,65000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,444xx,OH
3804,1000,1000, 36 months,23.4,38.92,E,E1,Sales ,10+ years,MORTGAGE,75000.0,Source Verified,Dec-18,Current,other,Other,430xx,OH
3805,25000,25000, 36 months,8.19,785.61,A,A4,Truck Driver,10+ years,MORTGAGE,95000.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,185xx,PA
3806,2500,2500, 36 months,15.02,86.69,C,C3,Inventory Specialist ,7 years,MORTGAGE,113000.0,Not Verified,Dec-18,Current,home_improvement,Home improvement,386xx,MS
3807,15000,15000, 60 months,11.8,332.16,B,B4,US Military,5 years,RENT,45767.0,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,422xx,KY
